id,part,question,band,sample_answer,topic,keywords
P0016_B080,3,How has education changed in your country in the last 20 years?,8.0,"This is indeed a complex matter that deserves careful consideration. From my perspective, education has several important implications for society. Firstly, we must consider its immediate impact on individuals. Moreover, looking at the broader picture, I believe this issue will become increasingly significant in the future.",Education,"indeed, complex, matter, deserves, careful, consideration, perspective, education, several, important"
P0017_B020,3,What are the advantages and disadvantages of technology in education?,2.0,"I think advantages is... um... important. There are good things and... well... some bad things too. Some people like it, but others don't. In my opinion, it's mostly good for everyone.",Technology,"good, things, some, think, advantages, important, there, well, people, like"
P0017_B030,3,What are the advantages and disadvantages of technology in education?,3.0,"I think advantages is... um... important. There are good things and... well... some bad things too. Some people like it, but others don't. In my opinion, it's mostly good for everyone.",Technology,"good, things, some, think, advantages, important, there, well, people, like"
P0017_B035,3,What are the advantages and disadvantages of technology in education?,3.5,"I think advantages is... um... important. There are good things and... well... some bad things too. Some people like it, but others don't. In my opinion, it's mostly good for everyone.",Technology,"good, things, some, think, advantages, important, there, well, people, like"
P0017_B040,3,What are the advantages and disadvantages of technology in education?,4.0,"I think advantages is... um... important. There are good things and... well... some bad things too. Some people like it, but others don't. In my opinion, it's mostly good for everyone.",Technology,"good, things, some, think, advantages, important, there, well, people, like"
P0017_B045,3,What are the advantages and disadvantages of technology in education?,4.5,"I think advantages is... um... important. There are good things and... well... some bad things too. Some people like it, but others don't. In my opinion, it's mostly good for everyone.",Technology,"good, things, some, think, advantages, important, there, well, people, like"
P0017_B055,3,What are the advantages and disadvantages of technology in education?,5.5,"I think advantages is... um... important. There are good things and... well... some bad things too. Some people like it, but others don't. In my opinion, it's mostly good for everyone.",Technology,"good, things, some, think, advantages, important, there, well, people, like"
P0017_B060,3,What are the advantages and disadvantages of technology in education?,6.0,"I think advantages is an important issue to discuss. There are both advantages and disadvantages to consider. The main benefit is its positive impact on people's lives, although there can be some challenges that need to be addressed.",Technology,"advantages, there, think, important, issue, discuss, both, disadvantages, consider, main"
P0017_B065,3,What are the advantages and disadvantages of technology in education?,6.5,"I think advantages is an important issue to discuss. There are both advantages and disadvantages to consider. The main benefit is its positive impact on people's lives, although there can be some challenges that need to be addressed.",Technology,"advantages, there, think, important, issue, discuss, both, disadvantages, consider, main"
P0017_B070,3,What are the advantages and disadvantages of technology in education?,7.0,"This is indeed a complex matter that deserves careful consideration. From my perspective, advantages has several important implications for society. Firstly, we must consider its immediate impact on individuals. Moreover, looking at the broader picture, I believe this issue will become increasingly significant in the future.",Technology,"indeed, complex, matter, deserves, careful, consideration, perspective, advantages, several, important"
P0017_B075,3,What are the advantages and disadvantages of technology in education?,7.5,"This is indeed a complex matter that deserves careful consideration. From my perspective, advantages has several important implications for society. Firstly, we must consider its immediate impact on individuals. Moreover, looking at the broader picture, I believe this issue will become increasingly significant in the future.",Technology,"indeed, complex, matter, deserves, careful, consideration, perspective, advantages, several, important"
P0017_B080,3,What are the advantages and disadvantages of technology in education?,8.0,"This is indeed a complex matter that deserves careful consideration. From my perspective, advantages has several important implications for society. Firstly, we must consider its immediate impact on individuals. Moreover, looking at the broader picture, I believe this issue will become increasingly significant in the future.",Technology,"indeed, complex, matter, deserves, careful, consideration, perspective, advantages, several, important"
P0018_B020,3,What can individuals do to protect the environment?,2.0,"I think individuals is... um... important. There are good things and... well... some bad things too. Some people like it, but others don't. In my opinion, it's mostly good for everyone.",Environment,"good, things, some, think, individuals, important, there, well, people, like"
P0018_B030,3,What can individuals do to protect the environment?,3.0,"I think individuals is... um... important. There are good things and... well... some bad things too. Some people like it, but others don't. In my opinion, it's mostly good for everyone.",Environment,"good, things, some, think, individuals, important, there, well, people, like"
P0018_B035,3,What can individuals do to protect the environment?,3.5,"I think individuals is... um... important. There are good things and... well... some bad things too. Some people like it, but others don't. In my opinion, it's mostly good for everyone.",Environment,"good, things, some, think, individuals, important, there, well, people, like"
P0018_B040,3,What can individuals do to protect the environment?,4.0,"I think individuals is... um... important. There are good things and... well... some bad things too. Some people like it, but others don't. In my opinion, it's mostly good for everyone.",Environment,"good, things, some, think, individuals, important, there, well, people, like"
P0018_B045,3,What can individuals do to protect the environment?,4.5,"I think individuals is... um... important. There are good things and... well... some bad things too. Some people like it, but others don't. In my opinion, it's mostly good for everyone.",Environment,"good, things, some, think, individuals, important, there, well, people, like"
P0018_B055,3,What can individuals do to protect the environment?,5.5,"I think individuals is... um... important. There are good things and... well... some bad things too. Some people like it, but others don't. In my opinion, it's mostly good for everyone.",Environment,"good, things, some, think, individuals, important, there, well, people, like"
P0018_B060,3,What can individuals do to protect the environment?,6.0,"I think individuals is an important issue to discuss. There are both advantages and disadvantages to consider. The main benefit is its positive impact on people's lives, although there can be some challenges that need to be addressed.",Environment,"there, think, individuals, important, issue, discuss, both, advantages, disadvantages, consider"
P0018_B065,3,What can individuals do to protect the environment?,6.5,"I think individuals is an important issue to discuss. There are both advantages and disadvantages to consider. The main benefit is its positive impact on people's lives, although there can be some challenges that need to be addressed.",Environment,"there, think, individuals, important, issue, discuss, both, advantages, disadvantages, consider"
P0018_B070,3,What can individuals do to protect the environment?,7.0,"This is indeed a complex matter that deserves careful consideration. From my perspective, individuals has several important implications for society. Firstly, we must consider its immediate impact on individuals. Moreover, looking at the broader picture, I believe this issue will become increasingly significant in the future.",Environment,"individuals, indeed, complex, matter, deserves, careful, consideration, perspective, several, important"
P0018_B075,3,What can individuals do to protect the environment?,7.5,"This is indeed a complex matter that deserves careful consideration. From my perspective, individuals has several important implications for society. Firstly, we must consider its immediate impact on individuals. Moreover, looking at the broader picture, I believe this issue will become increasingly significant in the future.",Environment,"individuals, indeed, complex, matter, deserves, careful, consideration, perspective, several, important"
P0018_B080,3,What can individuals do to protect the environment?,8.0,"This is indeed a complex matter that deserves careful consideration. From my perspective, individuals has several important implications for society. Firstly, we must consider its immediate impact on individuals. Moreover, looking at the broader picture, I believe this issue will become increasingly significant in the future.",Environment,"individuals, indeed, complex, matter, deserves, careful, consideration, perspective, several, important"
P0019_B020,3,How important is it to preserve traditional culture?,2.0,"I think important is... um... important. There are good things and... well... some bad things too. Some people like it, but others don't. In my opinion, it's mostly good for everyone.",Culture,"important, good, things, some, think, there, well, people, like, others"
P0019_B030,3,How important is it to preserve traditional culture?,3.0,"I think important is... um... important. There are good things and... well... some bad things too. Some people like it, but others don't. In my opinion, it's mostly good for everyone.",Culture,"important, good, things, some, think, there, well, people, like, others"
P0019_B035,3,How important is it to preserve traditional culture?,3.5,"I think important is... um... important. There are good things and... well... some bad things too. Some people like it, but others don't. In my opinion, it's mostly good for everyone.",Culture,"important, good, things, some, think, there, well, people, like, others"
P0019_B040,3,How important is it to preserve traditional culture?,4.0,"I think important is... um... important. There are good things and... well... some bad things too. Some people like it, but others don't. In my opinion, it's mostly good for everyone.",Culture,"important, good, things, some, think, there, well, people, like, others"
P0019_B045,3,How important is it to preserve traditional culture?,4.5,"I think important is... um... important. There are good things and... well... some bad things too. Some people like it, but others don't. In my opinion, it's mostly good for everyone.",Culture,"important, good, things, some, think, there, well, people, like, others"
P0019_B055,3,How important is it to preserve traditional culture?,5.5,"I think important is... um... important. There are good things and... well... some bad things too. Some people like it, but others don't. In my opinion, it's mostly good for everyone.",Culture,"important, good, things, some, think, there, well, people, like, others"
P0019_B060,3,How important is it to preserve traditional culture?,6.0,"I think important is an important issue to discuss. There are both advantages and disadvantages to consider. The main benefit is its positive impact on people's lives, although there can be some challenges that need to be addressed.",Culture,"important, there, think, issue, discuss, both, advantages, disadvantages, consider, main"
P0019_B065,3,How important is it to preserve traditional culture?,6.5,"I think important is an important issue to discuss. There are both advantages and disadvantages to consider. The main benefit is its positive impact on people's lives, although there can be some challenges that need to be addressed.",Culture,"important, there, think, issue, discuss, both, advantages, disadvantages, consider, main"
P0019_B070,3,How important is it to preserve traditional culture?,7.0,"This is indeed a complex matter that deserves careful consideration. From my perspective, important has several important implications for society. Firstly, we must consider its immediate impact on individuals. Moreover, looking at the broader picture, I believe this issue will become increasingly significant in the future.",Culture,"important, indeed, complex, matter, deserves, careful, consideration, perspective, several, implications"
P0019_B075,3,How important is it to preserve traditional culture?,7.5,"This is indeed a complex matter that deserves careful consideration. From my perspective, important has several important implications for society. Firstly, we must consider its immediate impact on individuals. Moreover, looking at the broader picture, I believe this issue will become increasingly significant in the future.",Culture,"important, indeed, complex, matter, deserves, careful, consideration, perspective, several, implications"
P0019_B080,3,How important is it to preserve traditional culture?,8.0,"This is indeed a complex matter that deserves careful consideration. From my perspective, important has several important implications for society. Firstly, we must consider its immediate impact on individuals. Moreover, looking at the broader picture, I believe this issue will become increasingly significant in the future.",Culture,"important, indeed, complex, matter, deserves, careful, consideration, perspective, several, implications"
